index,ant_a,ant_b,vis
3581,5,6,0.22647087282603862-0.02130887945417248i
3582,5,6,0.5525877837167785-0.13376976327367984i
3583,5,6,0.23902680024044284-0.34611488534748963i
3584,5,6,0.23852502458858788-0.35208217815825404i
3585,5,6,0.2724869140482036-0.2758053739112607i
3586,5,6,0.2455982743651991-0.13558625431239058i
3587,5,6,0.13939690172004748-0.460974751365099i
3588,5,6,0.21356729082648915-0.27530677132354064i
3589,5,6,0.39060809151670706-0.4364341949709247i
3590,5,6,0.20183152404086097-0.1994977469043015i
3591,5,6,0.27089044893407893-0.2959611356879231i
3592,5,6,0.14449874725278467-0.14642422960037216i
3593,5,6,0.2265547252673012-0.21694699776304716i
3594,5,6,0.2375893409124004-0.325229754730753i
3595,5,6,0.39964655005724237-0.3568200060388873i
3596,5,6,0.17893981619336974-0.2821375502664928i
3597,5,6,0.288506236803192-0.1573672493548035i
3598,5,6,0.39615098818670536-0.3989554065118281i
3599,5,6,0.1971313954684727-0.5139996982985299i
3600,5,7,-0.5531822673440109-0.01594072195656579i
3601,5,7,-0.3684573271466848-0.3756265702757674i
3602,5,7,-0.2905675615627774-0.04293062973363854i
3603,5,7,-0.2803974918152421-0.04747247940088707i
3604,5,7,-0.17655269655173644-0.24624220987224435i
3605,5,7,-0.34099339150682484-0.060296334664918835i
3606,5,7,-0.3834129995433378-0.18421766526798145i
3607,5,7,-0.3427903410398174-0.16329293703738035i
3608,5,7,-0.4378730537505664-0.08447641523024466i
3609,5,7,-0.4831220309961119-0.24581682767363955i
3610,5,7,-0.2575810117236413-0.14319022512621346i
3611,5,7,-0.3025172084577558-0.0013576405930334212i
3612,5,7,-0.17789292754595187-0.09660194019661675i
3613,5,7,-0.28633987842361186-0.12244764848085957i
3614,5,7,-0.4510942060014723-0.22060056593396093i
3615,5,7,-0.20085726099059487-0.19239120273263352i
3616,5,7,-0.4021824712291718-0.07813874715233485i
3617,5,7,-0.35060050541285664-0.18966385157897492i
3618,5,7,-0.3227451609201933-0.09720062703969459i
3619,5,7,-0.22818021230109997-0.10756257966446386i
3620,5,7,-0.24912263248991462-0.1997862939518086i
3621,5,7,-0.47606045924787044-0.21924802113721947i
3622,5,7,-0.5264301452148061-0.15040718551643523i
3623,5,7,-0.293295097694511-0.16435135410575819i
3624,5,7,-0.537574706656424-0.1477054564664584i
3625,5,7,-0.42445307957803785+0.02530134545306792i
3626,5,7,-0.29639125837638247-0.2179551505487302i
3627,5,7,-0.44275947361633683-0.21090057020285874i
3628,5,7,-0.5573958795126717-0.3723839041774939i
3629,5,7,-0.4033609421870852-0.04714161206589286i
3630,5,7,-0.22688840488412387-0.1442143284064289i
3631,5,7,-0.207980660362826-0.1414374120879716i
3632,5,7,-0.3720187347519283-0.15027351011319717i
3633,5,7,-0.24416810970643016-0.18459258116848423i
3634,5,7,-0.3536133779305942-0.1537996615917836i
3635,5,7,-0.4190096762949306-0.053468918693447304i
3636,5,7,-0.2733808559871328-0.36610106669034115i
3637,5,7,-0.2936167344420612-0.2542747850570376i
3638,5,7,-0.3847606844336798+0.02138366745257153i
3639,5,7,-0.32174161899223774-0.15366528583982417i
3640,5,7,-0.34193379000267854-0.2651006850385892i
3641,5,7,-0.03241993322114073-0.13736152734810406i
3642,5,7,-0.38408747181762387-0.2503420488726472i
3643,5,7,-0.23776049540801997-0.3063737186433072i
3644,5,7,-0.2188683982652982-0.12953995193175113i
3645,5,7,-0.3499944636061165-0.157985475321477i
3646,5,7,-0.3604306865495773-0.2320115417262263i
3647,5,7,-0.41107657474219106-0.24888301122011858i
3648,5,7,-0.4925401540825875-0.31067514206156976i
3649,5,7,-0.3175185907076876-0.10102574410300086i
3650,5,7,-0.30939938258902366-0.3265923226572611i
3651,5,7,-0.5269661988606982-0.09583209610143206i
3652,5,7,-0.31874002619156494-0.19834084053529785i
3653,5,7,-0.5234924425082401-0.04659192806824124i
3654,5,7,-0.3113867566949722-0.2441790635170515i
3655,5,7,-0.3502050474848426-0.12561361361666523i
3656,5,7,-0.4363636097718649-0.1747877807617661i
3657,5,7,-0.41456884309222636-0.12244930544005334i
3658,5,7,-0.2880527051393344+0.05956457314703159i
3659,5,7,-0.2765284813152946-0.21109411643289736i
3660,5,7,-0.3282141134942326-0.1860015901931467i
3661,5,7,-0.2946147024133279-0.1731589508459642i
3662,5,7,-0.3997330029343432-0.053451629406462225i
3663,5,7,-0.3426722917683201-0.24483987170449578i
3664,5,7,-0.4613750119064138-0.051117628490501624i
3665,5,7,-0.34302930827454653-0.2469320237919299i
3666,5,7,-0.42903498244489197-0.16069225598947048i
3667,5,7,-0.37879276585725713-0.10324095393133753i
3668,5,7,-0.44347069209888723-0.2942149305223716i
3669,5,7,-0.293124666649285-0.2967087129254204i
3670,5,7,-0.2810778942571427-0.1938278843485124i
3671,5,7,-0.3685720426386542-0.1914393368799944i
3672,5,7,-0.31531393404169383-0.09618856117546393i
3673,5,7,-0.11301242962281843+0.016833343055197042i
3674,5,7,-0.22187122590602154-0.127451472114053i
3675,5,7,-0.45001952797986705-0.22696426732342817i
3676,5,7,-0.25198820151048285-0.20990739150208987i
3677,5,7,-0.37033878672438475-0.2863766632780297i
3678,5,7,-0.38430420784530234+0.03493956863888667i
3679,5,7,-0.20894859490895454-0.25963868744161794i
3680,5,7,-0.47454923330303694-0.20527292521817586i
3681,5,7,-0.38040910253089044-0.03659062048147499i
3682,5,7,-0.4307994009488073-0.31946911073670364i
3683,5,7,-0.304057870416669-0.33083717005041324i
3684,5,7,-0.44679120360114777-0.04596736471888764i
3685,5,7,-0.45622560565217846-0.16104859336321448i
3686,5,7,-0.3348059565183314-0.16797053946278778i
3687,5,7,-0.2985927452570208-0.0005298439783455178i
3688,5,7,-0.18234110163243433-0.01384704130161113i
3689,5,7,-0.32167589482066977-0.12836706153378635i
3690,5,7,-0.36355027211453733-0.11945946777405372i
3691,5,7,-0.23743028408373557-0.12620864239219104i
3692,5,7,-0.5569622784716731-0.09058276698711547i
3693,5,7,-0.382850170253191-0.3000035025809361i
3694,5,7,-0.34028228939209715-0.08355456761507306i
3695,5,7,-0.322918915975116-0.35686058096702344i
3696,5,7,-0.4287800629854167-0.23713634410841472i
3697,5,7,-0.4859145201354189-0.0842395409566523i
3698,5,7,-0.28159071137110603-0.10379256923307101i
3699,5,7,-0.36027203996935375+0.012108193459644423i
3700,5,8,-0.12685893612850188+0.2705371063718949i
3701,5,8,-0.36470464090323085+0.14521316564061715i
3702,5,8,-0.19308602686184442+0.4031205908023707i
3703,5,8,-0.23566273572603974+0.23744579098118063i
3704,5,8,-0.16514126962678377+0.35227492278948913i
3705,5,8,-0.2750429380972532+0.45059872104007553i
3706,5,8,-0.169933464183746+0.29075595252357134i
3707,5,8,-0.5612310783982684+0.38525748445162905i
3708,5,8,-0.13906561279999924+0.5124091624617698i
3709,5,8,-0.26561727107920896+0.3000042450366895i
3710,5,8,-0.24812341318022102+0.364635627797572i
3711,5,8,-0.13724274437506429+0.3086068965125513i
3712,5,8,-0.2802794036597758+0.4743636737543918i
3713,5,8,-0.3433846617704675+0.20036237087415476i
3714,5,8,-0.11071166774437216+0.38209000504636004i
3715,5,8,-0.25887483614849927+0.3228615029582584i
3716,5,8,-0.2567883675736122+0.1528422378614033i
3717,5,8,-0.4239811344568556+0.19379012248558103i
3718,5,8,-0.10550077713938089+0.3814664718856854i
3719,5,8,-0.1581835302209913+0.3864690905434891i
3720,5,8,-0.1595819534873405+0.20293330519156494i
3721,5,8,-0.3288134994925257+0.3050502768493714i
3722,5,8,-0.11798170341479908+0.28347350797474086i
3723,5,8,-0.2016221308725046+0.08639871123494491i
3724,5,8,-0.45557715252737935+0.4026366247227702i
3725,5,8,-0.13331468116232315+0.2950601472702138i
3726,5,8,-0.08926544416630222+0.12209423996293425i
3727,5,8,-0.20130691219461724+0.32847523751308133i
3728,5,8,-0.058548069058643126+0.301416333044374i
3729,5,8,-0.20837177022798611+0.13092743240684956i
3730,5,8,-0.188385071009138+0.3080440543315368i
3731,5,8,-0.07896567805990864+0.45164750805852305i
3732,5,8,-0.3370428690257638+0.2438399120050912i
3733,5,8,-0.2868690613830499+0.16278977461295638i
3734,5,8,-0.1949003354459445+0.09505223962416759i
3735,5,8,0.02802167015425283+0.35289646698445354i
3736,5,8,-0.32864764893324006+0.2732895077333246i
3737,5,8,-0.1903874809869547+0.40360187742581927i
3738,5,8,-0.015587277494472473+0.418094306419001i
3739,5,8,-0.24572400320246685+0.3546351130364578i
3740,5,8,-0.15566083722806678+0.3846803204935538i
3741,5,8,-0.24490224329066848+0.2526191994644376i
3742,5,8,-0.3722997199429021+0.38549303759627307i
3743,5,8,-0.2528602069700501+0.29478707308286717i
3744,5,8,-0.13321172963636518+0.2698501092664388i
3745,5,8,-0.17981265469507401+0.4112669573884704i
3746,5,8,-0.11127472627044846+0.03402588965955275i
3747,5,8,-0.08075299875665812+0.4590997780775574i
3748,5,8,-0.051482361963638784+0.22874020666263434i
3749,5,8,-0.28224672275481877+0.3550580193868481i
3750,5,8,-0.21400463740429948+0.18302561429961678i
3751,5,8,-0.30682049966783354+0.3782896914194429i
3752,5,8,-0.0985643975830009+0.25561279747758353i
3753,5,8,-0.250629497668508+0.20440538348013537i
3754,5,8,-0.230515063398119+0.1748486211434711i
3755,5,8,-0.09732289097892108+0.43047108781850507i
3756,5,8,-0.31812759542311214+0.1752242772408507i
3757,5,8,-0.2350748248747377+0.5109458355330279i
3758,5,8,-0.03799691856966961+0.37999714282773683i
3759,5,8,-0.11292036197529323+0.2700549181212305i
3760,5,8,-0.30473962828576595+0.3733781197845693i
3761,5,8,-0.3239744191815893+0.32520645539312165i
3762,5,8,-0.009842205798057224+0.2738003809382265i
3763,5,8,-0.20060593474333915+0.3356054711427517i
3764,5,8,-0.1616076333315123+0.19546186760800627i
3765,5,8,-0.20949004150092282+0.44387829619728114i
3766,5,8,-0.17008718697242947+0.1734149675606242i
3767,5,8,-0.2501340937403847+0.23407317616331647i
3768,5,8,-0.2681243904257529+0.09365133526608793i
3769,5,8,-0.18257003260818766+0.3291643015699185i
3770,5,8,-0.13951116921958934+0.2720790263794243i
3771,5,8,-0.17602753730368567+0.22736997420009475i
3772,5,8,-0.30508303999034414+0.4625680800970794i
3773,5,8,-0.23710508875514244+0.34712995306179534i
3774,5,8,-0.05053234528051562+0.33267695210776926i
3775,5,8,-0.2295040589279743+0.26195742932099325i
3776,5,8,-0.22199189358702626+0.2999431706161438i
3777,5,8,-0.20315243025387708+0.24856794554582648i
3778,5,8,-0.20273378788114405+0.40352934906447374i
3779,5,8,-0.28673170662734104+0.2218607580862161i
3780,5,8,-0.1510961159783753+0.21833705233227463i
3781,5,8,-0.4097105939247962+0.2618549647972341i
3782,5,8,-0.39275318797984904+0.12658110069538164i
3783,5,8,-0.19984476050763433+0.30543587105305603i
3784,5,8,-0.30938260835537923+0.2918090699586683i
3785,5,8,-0.2911949036752224+0.24338913143523286i
3786,5,8,-0.30404729700682276+0.13032358013237294i
3787,5,8,-0.275514051395327+0.3102162412977656i
3788,5,8,-0.3340387256891507+0.21975049765667004i
3789,5,8,-0.24481659247306858+0.4497531319351577i
3790,5,8,-0.22097691541216546+0.45793009467511514i
3791,5,8,-0.17554594696443288+0.15284102932338448i
3792,5,8,-0.2992550640056723+0.2746744809290346i
3793,5,8,-0.39563772605217135+0.31426271815336543i
3794,5,8,-0.35619947980988387+0.23882128091677202i
3795,5,8,-0.41480582642892194+0.15844543328731003i
3796,5,8,-0.32565514362725184+0.33458288406174996i
3797,5,8,-0.13426731932498193+0.2957256825969625i
3798,5,8,-0.2185546432181254+0.2271469623255892i
3799,5,8,-0.4158225130918256+0.3544636389630544i
3800,5,9,-0.3451874485297186-0.8275900716396303i
3801,5,9,-0.36599229293371394-0.696616931929171i
3802,5,9,-0.3773315577055563-0.5922271981932796i
3803,5,9,-0.418349527762811-0.9080917980066012i
3804,5,9,-0.28945531951204023-0.6508635864319822i
3805,5,9,-0.4242919333522418-0.580651323727874i
3806,5,9,-0.3509330036274698-0.8483760519369384i
3807,5,9,-0.454463845501052-0.5905385377972602i
3808,5,9,-0.3519470567305194-0.8263731577324092i
3809,5,9,-0.2761730904445277-0.6300784661207449i
3810,5,9,-0.5942146151106472-0.762451225173411i
3811,5,9,-0.44411087428224155-0.6003281938047463i
3812,5,9,-0.3938229995587697-0.601561783480311i
3813,5,9,-0.28641169045264003-0.7642521005793266i
3814,5,9,-0.5994187812331477-0.7544860362578972i
3815,5,9,-0.40892892281456383-0.7324513566308309i
3816,5,9,-0.4448584546382718-0.8355755634837128i
3817,5,9,-0.7320228085784907-0.6380652429274817i
3818,5,9,-0.42536578148590737-0.689643194675168i
3819,5,9,-0.3092085088418366-0.7092132277566229i
3820,5,9,-0.3286288267026618-0.8585458736221574i
3821,5,9,-0.3831627863145042-0.9033202389148324i
3822,5,9,-0.35548882193045633-0.6574965167020858i
3823,5,9,-0.38064831309957686-0.5359124068513138i
3824,5,9,-0.4670324194398693-0.7292987335948152i
3825,5,9,-0.39883085670662877-0.7267511279498542i
3826,5,9,-0.4105082458696113-0.8952794887132095i
3827,5,9,-0.5114228668308736-0.8500170714121047i
3828,5,9,-0.43380481206785887-0.910130140067392i
3829,5,9,-0.2908586663766062-0.9947876268798392i
3830,5,9,-0.4617559274368928-0.9250323781137676i
3831,5,9,-0.26201557323227787-0.8220517709637045i
3832,5,9,-0.40290229124842025-0.6912350407329501i
3833,5,9,-0.5180825746665924-0.7750344132920681i
3834,5,9,-0.31971910671851345-0.810713354685623i
3835,5,9,-0.4754989514215753-0.7428411525817609i
3836,5,9,-0.43817563225366357-0.7495124643230376i
3837,5,9,-0.5332377715240334-0.8522694205590154i
3838,5,9,-0.4350883263724236-0.6287452569031482i
3839,5,9,-0.32235874759841643-0.908634333683922i
3840,5,9,-0.2832128991852571-0.6844005783204663i
3841,5,9,-0.48839836085574706-0.7003527975217698i
3842,5,9,-0.43205726233408387-0.7745239166280247i
3843,5,9,-0.41991288118188697-0.8768808949335932i
3844,5,9,-0.39490867606859514-0.8416745675151541i
3845,5,9,-0.21503242057825248-0.8007641420301481i
3846,5,9,-0.31092790921747776-0.7237709968794069i
3847,5,9,-0.31005094614489614-0.753436909634861i
3848,5,9,-0.5460183793717223-0.7353911201709616i
3849,5,9,-0.32071955539787794-0.8303926621168639i
3850,5,9,-0.41800745522208427-0.6800620236174586i
3851,5,9,-0.3689682360369049-0.7889622387424722i
3852,5,9,-0.5837376664545473-0.6234462840878702i
3853,5,9,-0.6222278022409118-0.8014540010209512i
3854,5,9,-0.31275391408624-0.7708124906176027i
3855,5,9,-0.4329052369256334-0.7806195433995511i
3856,5,9,-0.4999518467697033-0.7039985154169348i
3857,5,9,-0.5166496249038421-0.8301564248652987i
3858,5,9,-0.3920075312503057-0.8359074802264963i
3859,5,9,-0.32343236467253905-0.9788854662574826i
3860,5,9,-0.3169007124690286-0.9523306086566129i
3861,5,9,-0.4392859700996079-0.7116241145316866i
3862,5,9,-0.4968171303940931-0.7450459542452691i
3863,5,9,-0.4752210434206766-0.7547808763461816i
3864,5,9,-0.265926844144293-0.7468492484979881i
3865,5,9,-0.39233856097836967-0.7738904564811381i
3866,5,9,-0.5915841784034958-0.5831215408154601i
3867,5,9,-0.3957342997173684-0.8997125140642975i
3868,5,9,-0.5539393067284627-0.6333492175305082i
3869,5,9,-0.4223229005961639-0.5750282741267079i
3870,5,9,-0.43318857478783057-0.6941634104868873i
3871,5,9,-0.5000466437469001-0.8342227464686522i
3872,5,9,-0.23758480549293692-0.839621725366382i
3873,5,9,-0.4358670892667035-0.8252967165829849i
3874,5,9,-0.5173123514409399-0.7531405149244602i
3875,5,9,-0.38145305539234153-0.8181607679551597i
3876,5,9,-0.32550394491997675-0.8198613033367367i
3877,5,9,-0.4379730863952394-0.7305798555978937i
3878,5,9,-0.46948662960892684-0.720047168186816i
3879,5,9,-0.6643899949544441-0.8259566966568145i
3880,5,9,-0.33145638452751636-0.696859581824864i
3881,5,9,-0.46482929154521824-0.7972009840368138i
3882,5,9,-0.5545251065355261-0.8027928280312102i
3883,5,9,-0.4875474259120324-0.7509899706164194i
3884,5,9,-0.5367628944718289-0.7475557456818487i
3885,5,9,-0.44602879171781334-0.8071116920766056i
3886,5,9,-0.45748580168712466-0.816901090467802i
3887,5,9,-0.34419556511740934-0.7698590093266446i
3888,5,9,-0.5218125790945104-0.685434112011092i
3889,5,9,-0.22653022877154622-0.6778782000223468i
3890,5,9,-0.09143564812219279-0.9227624703142542i
3891,5,9,-0.4202313583292847-0.8564395291484482i
3892,5,9,-0.5309451067560615-0.7761364287529067i
3893,5,9,-0.3559908795531147-0.7536062861779668i
3894,5,9,-0.3135231812044207-0.7030079111648607i
3895,5,9,-0.2834821611470344-0.6439140752172227i
3896,5,9,-0.4258844119035066-0.7376469628627809i
3897,5,9,-0.2858451027951786-0.7888482182750692i
3898,5,9,-0.5858886393959694-0.7839135002725502i
3899,5,9,-0.3788606074306854-0.7492360090470951i
3900,6,7,-0.04535428037342367-0.43425027477003264i
3901,6,7,-0.15413827325993856-0.40915174429773066i
3902,6,7,-0.09675885577454041-0.4001889569819352i
3903,6,7,-0.1941401751175234-0.1564764380772894i
3904,6,7,-0.07877159764024104-0.4329002301726977i
3905,6,7,-0.1779993588805442-0.4418192508641339i
3906,6,7,-0.0004218321074267034-0.2506790213415049i
3907,6,7,-0.24056947607195245-0.22057315353584048i
3908,6,7,-0.1798513809361032-0.4020285215042052i
3909,6,7,-0.0964159436486924-0.3114561052415905i
3910,6,7,-0.13423115942410357-0.3146947802040758i
3911,6,7,-0.1153942208604772-0.3933871904471933i
3912,6,7,-0.15138711995762621-0.37748880134928403i
3913,6,7,-0.15800188541086052-0.5002425860582642i
3914,6,7,-0.11815894382920547-0.41099680066534194i
3915,6,7,-0.1935334059917861-0.5976026924913567i
3916,6,7,-0.029675831942048647-0.40088709147543844i
3917,6,7,-0.15249149225322295-0.23198789578147283i
3918,6,7,-0.14270517484057185-0.36850350701908263i
3919,6,7,-0.045725334392536766-0.5564557200750314i
3920,6,7,-0.06460452685163773-0.4945150471657378i
3921,6,7,-0.11810089657232661-0.4244605564138196i
3922,6,7,-0.2064895779523947-0.2342492909804453i
3923,6,7,-0.07005351159825607-0.5652550265596467i
3924,6,7,-0.11947879455877937-0.3093699050235108i
3925,6,7,-0.07886463869994421-0.3481220696510314i
3926,6,7,-0.06685110230800587-0.3492878145918313i
3927,6,7,-0.11678313866758237-0.3759950631810545i
3928,6,7,-0.03256084791235711-0.4593091852087931i
3929,6,7,-0.09802243801763826-0.3266833327999473i
3930,6,7,-0.19180464928803748-0.37160219475470946i
3931,6,7,-0.16032553036292768-0.4690174331319791i
3932,6,7,-0.1068704851935074-0.6078787705358244i
3933,6,7,0.09722831509615983-0.29184425160439065i
3934,6,7,0.004886870387966244-0.588186704295871i
3935,6,7,-0.0013630025493808762-0.2679254805347318i
3936,6,7,-0.2191991137937957-0.38165404041236306i
3937,6,7,-0.18146666887334767-0.3321674321817135i
3938,6,7,-0.055256973946289145-0.40246133541579415i
3939,6,7,-0.23638465373345707-0.34213865696888834i
3940,6,7,-0.1180865096326107-0.33626661329009394i
3941,6,7,-0.003502354123847501-0.3603894905714123i
3942,6,7,-0.12641833747301506-0.22083289108864185i
3943,6,7,-0.18255776827222908-0.40032857445531583i
3944,6,7,-0.12304791536975335-0.5259715310482055i
3945,6,7,-0.15156859586949073-0.3262287750108573i
3946,6,7,-0.18392601579727014-0.37329111456229i
3947,6,7,-0.08957896400160476-0.3738969623552812i
3948,6,7,-0.09307207502502696-0.36926002685209014i
3949,6,7,0.005648407488438742-0.5504389697459262i
3950,6,7,0.007677194193227113-0.47415789692288823i
3951,6,7,-0.1045471991017824-0.30941754084320744i
3952,6,7,-0.17823511434844835-0.3200535830025257i
3953,6,7,-0.05984588834460833-0.42602284859663386i
3954,6,7,-0.0224508899419731-0.49007490480185034i
3955,6,7,-0.14221959667635725-0.36997741701613673i
3956,6,7,-0.1260243750385815-0.5312397778361286i
3957,6,7,-0.06047755166290068-0.4898575583795215i
3958,6,7,-0.017595352945989365-0.3444461787685127i
3959,6,7,-0.062060832777677086-0.4319300886976669i
3960,6,7,-0.13280287372659713-0.35328224807941816i
3961,6,7,-0.1369802986698324-0.3897321450494517i
3962,6,7,-0.3575062197734279-0.5955536045545881i
3963,6,7,0.039142110997732585-0.4453113549793439i
3964,6,7,0.03519752595964197-0.3390192083510664i
3965,6,7,-0.0938342972872444-0.29223068613178177i
3966,6,7,-0.07753725119198744-0.43170520337930207i
3967,6,7,0.011687338221606142-0.4469153459239129i
3968,6,7,-0.26099937785516547-0.36721682921851256i
3969,6,7,-0.026920180413645925-0.27046525647971253i
3970,6,7,-0.11426251466343089-0.40536514696696213i
3971,6,7,-0.13543125195032937-0.3123918528883297i
3972,6,7,0.07008762249455715-0.33143293185819567i
3973,6,7,-0.16242174196365394-0.42588127393025865i
3974,6,7,-0.038864995356128265-0.3356362223513882i
3975,6,7,-0.15763394914439405-0.5685372316005501i
3976,6,7,-0.23028085294034467-0.40997065212154393i
3977,6,7,-0.17621937556677408-0.49281438237402997i
3978,6,7,-0.2628028844766436-0.39147223920366275i
3979,6,7,0.06558865452456007-0.32781734344421604i
3980,6,7,-0.09543929178179633-0.5016157935202838i
3981,6,7,-0.16735523598090568-0.49278079068447994i
3982,6,7,-0.023698998069838037-0.44590826298109587i
3983,6,7,-0.2470185162007449-0.42218306429071745i
3984,6,7,-0.1564656595832945-0.2562287596722447i
3985,6,7,0.11264913917208234-0.2695727997182509i
3986,6,7,-0.07410701169926125-0.2926803917170145i
3987,6,7,-0.16385459578991982-0.3860644803485722i
3988,6,7,-0.08630803105307404-0.33431970829733065i
3989,6,7,-0.005398991585212232-0.48028179814097266i
3990,6,7,-0.0978412810096264-0.3271888009202093i
3991,6,7,-0.023102458206506707-0.3501314894829397i
3992,6,7,-0.018975126770620326-0.3559337508135084i
3993,6,7,-0.2822081910291589-0.33514851432339154i
3994,6,7,-0.2878904272201857-0.47128770979345447i
3995,6,7,-0.07194874419552999-0.4102147995005736i
3996,6,7,-0.1817268755251113-0.5279222421421207i
3997,6,7,-0.05202448388596041-0.3546014855301454i
3998,6,7,-0.14851403496104593-0.23200562768723398i
3999,6,7,-0.005872068152324925-0.6398642541760766i
4000,6,8,-0.3593937401178523-0.080684507683657i
4001,6,8,-0.5517365092731162-0.14754625546327868i
4002,6,8,-0.49930476576455485-0.05899484625304369i
4003,6,8,-0.29317245280624726+0.1908890113557046i
4004,6,8,-0.3691763348146559+0.1677987871555974i
4005,6,8,-0.2559506294892294-0.13968464510998463i
4006,6,8,-0.5175394524751403-0.07854580199584633i
4007,6,8,-0.5017268953629501-0.03163800900224999i
4008,6,8,-0.5352738814803663+0.04319453083910453i
4009,6,8,-0.3335120922780047-0.06951506932171149i
4010,6,8,-0.44075563398178436+0.24083213673275908i
4011,6,8,-0.43567812357136176+0.04877234846468083i
4012,6,8,-0.3765209029324208-0.006889603904868683i
4013,6,8,-0.5759418671061658+0.05069040455851431i
4014,6,8,-0.47799349425602655+0.10217082203260633i
4015,6,8,-0.4036034239790752-0.10068786936325796i
4016,6,8,-0.17460795529224882+0.013331191610206974i
4017,6,8,-0.33656945061231847+0.10972151456043902i
4018,6,8,-0.2817703287604225-0.12898737064260504i
4019,6,8,-0.4421755220695702-0.05198305868280717i
4020,6,8,-0.5660511059886878-0.043516543176095795i
4021,6,8,-0.4529744676191377+0.1172061670739917i
4022,6,8,-0.6261149781603592+0.13198949859530945i
4023,6,8,-0.517268720716566+0.006741207789473385i
4024,6,8,-0.3094980352624242+0.04422582593924507i
4025,6,8,-0.3927567923336082-0.038191592494354554i
4026,6,8,-0.3299075767755203-0.02839455617879667i
4027,6,8,-0.4806312990732978+0.06275101218186707i
4028,6,8,-0.5149339058517189+0.031010344989034436i
4029,6,8,-0.11166779596984272+0.02945704303506361i
4030,6,8,-0.2678220103240797+0.2185901209112096i
4031,6,8,-0.3048346247357331-0.05380828151333428i
4032,6,8,-0.5570919659898658-0.0919957389608892i
4033,6,8,-0.41311340156816645-0.11445744410964712i
4034,6,8,-0.24151204767231857-0.027920728486240404i
4035,6,8,-0.48896755103750866-0.10465724191297272i
4036,6,8,-0.31427184615917564-0.02702146006347506i
4037,6,8,-0.36038450122390897+0.10519377987094936i
4038,6,8,-0.2040024896417294+0.18512921943654637i
4039,6,8,-0.3605865916885087-0.1433215072902531i
4040,6,8,-0.30785838725566905-0.04188413508087631i
4041,6,8,-0.2770537952557079+0.2759745098387488i
4042,6,8,-0.6783581061932618-0.19828071948570675i
4043,6,8,-0.3166146644556676+0.03117265697018135i
4044,6,8,-0.33764252059346894+0.07921211183709902i
4045,6,8,-0.3916326673397033-0.09604343352098758i
4046,6,8,-0.3394338442576422-0.009292565354146822i
4047,6,8,-0.47281100937577336+0.02683439410417791i
4048,6,8,-0.4220624043988909-0.02139690851154994i
4049,6,8,-0.5498152125432948-0.0034106202294825637i
4050,6,8,-0.28380832308831494+0.2364306009920162i
4051,6,8,-0.3508177367661738+0.036605330632369204i
4052,6,8,-0.41680232070312295+0.04148736872600149i
4053,6,8,-0.25024037309456815-0.05226561126344921i
4054,6,8,-0.3299909506668251+0.08815254167318855i
4055,6,8,-0.31308727316209456-0.06668645227976916i
4056,6,8,-0.35309271890223903-0.1775999936881016i
4057,6,8,-0.25139623219970475-0.03334053406148844i
4058,6,8,-0.34550294442217294-0.098102135772647i
4059,6,8,-0.321737155920366+0.1601327217757662i
4060,6,8,-0.3849969731143172-0.17321028313855166i
4061,6,8,-0.36556308108391206+0.03134827123642572i
4062,6,8,-0.27364047642385914+0.01139200150958184i
4063,6,8,-0.6001105251649955+0.013947633265156491i
4064,6,8,-0.42645989458741057+0.15312017452071539i
4065,6,8,-0.4013500438750705+0.12481157347424167i
4066,6,8,-0.42109855518509615-0.0998475164040192i
4067,6,8,-0.4414213850196436-0.09086503171445362i
4068,6,8,-0.49929597570485074+0.07619871520154618i
4069,6,8,-0.40538152553572065-0.04147830214779351i
4070,6,8,-0.32681009117001997+0.036616422417761196i
4071,6,8,-0.4195198855406862-0.17192055559600916i
4072,6,8,-0.40571416343958167+0.16089900368256896i
4073,6,8,-0.5799441470421358-0.05753709993296485i
4074,6,8,-0.463186828796572+0.0293678309526348i
4075,6,8,-0.2714652154349535+0.05509775530994947i
4076,6,8,-0.46420079623262517-0.0842512749279662i
4077,6,8,-0.3021806883412622-0.0225489136722876i
4078,6,8,-0.445262181174687-0.04906390075115338i
4079,6,8,-0.41556818669698176-0.08872339276290339i
4080,6,8,-0.36882880301668997+0.01866317041110144i
4081,6,8,-0.4524374397695219-0.06732657877258491i
4082,6,8,-0.35984686129040777-0.0739289443749295i
4083,6,8,-0.25441084421052323-0.01025877686932436i
4084,6,8,-0.3224592790066918+0.11926323289857113i
4085,6,8,-0.3994638506465939+0.20184900980201895i
4086,6,8,-0.3752239871484818+0.17595789010524457i
4087,6,8,-0.40977048293205925-0.03433794071369149i
4088,6,8,-0.39493316804673706-0.07319526461402374i
4089,6,8,-0.3130050441345781-0.14751105017470623i
4090,6,8,-0.527038716133033+0.01141475993769011i
4091,6,8,-0.29209108616832474+0.060993447726187436i
4092,6,8,-0.39053715487744584+0.05394631710982514i
4093,6,8,-0.3512179615407768+0.09446318895178159i
4094,6,8,-0.5903879641826228-0.00667383166806584i
4095,6,8,-0.642005940793908+0.0710612456756942i
4096,6,8,-0.4329558475092946+0.06418454249706583i
4097,6,8,-0.4590869703481328+0.013519193175811274i
4098,6,8,-0.30289867783698043+0.053140772451874554i
4099,6,8,-0.3399605408255213+0.10986563729658305i
4100,6,9,0.35490075288851347-0.8498286467556353i
